InstanceID	N0	N1	N2	N3	N4	N5	N6	N7	N8	N9	N10	N11	N12	N13	N14	N15	N16	N17	M0P0	M0P1	Class
630	0	0	0	0	1	0	0	1	0	1	0	2	1	1	1	1	1	1	1	1	4
631	0	0	0	0	0	0	0	1	0	1	1	0	0	1	1	1	0	0	2	1	7
632	0	0	0	0	2	1	0	1	0	0	2	0	0	1	1	0	1	0	1	0	3
633	0	0	0	1	1	0	0	2	0	1	1	2	1	1	1	0	0	1	1	0	3
634	0	0	0	0	2	0	1	2	0	1	0	0	0	1	0	0	1	1	1	1	4
635	0	2	0	1	1	0	1	0	0	0	1	0	1	0	2	0	0	0	1	2	5
636	1	0	0	2	0	0	1	1	0	0	0	2	1	1	1	0	1	0	1	1	4
637	0	1	0	2	1	0	1	2	0	0	0	1	2	1	1	1	2	0	1	1	4
638	0	0	0	0	1	1	0	0	0	1	2	1	0	1	1	0	1	1	1	1	4
639	0	0	0	1	0	1	2	1	0	1	1	0	0	1	2	0	0	0	1	1	4
640	0	1	0	2	1	0	0	0	0	0	0	0	1	1	0	0	0	0	2	2	8
641	0	0	0	1	0	0	2	0	0	1	1	1	1	1	0	0	0	0	0	0	0
642	0	0	0	1	1	0	0	1	1	1	0	0	0	2	0	0	0	0	0	2	2
643	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	1	0	2	0	6
644	0	0	0	1	0	0	1	0	0	1	1	2	0	0	2	0	0	1	1	2	5
645	0	0	0	2	1	0	0	1	0	2	0	1	2	1	1	0	2	0	1	1	4
646	0	2	0	0	1	0	0	2	0	1	1	2	1	0	1	0	0	0	1	1	4
647	0	0	0	2	1	1	0	1	0	1	0	0	1	1	1	0	1	0	2	1	7
648	0	0	0	1	1	0	0	1	0	2	1	1	0	0	1	0	0	0	2	1	7
649	0	0	0	1	1	0	0	2	0	0	2	1	2	2	0	1	0	1	1	0	3
650	0	0	0	1	1	0	1	1	0	0	0	0	1	1	0	0	2	1	2	1	7
651	0	0	0	1	0	0	1	1	0	0	1	2	1	1	1	0	1	1	2	1	7
652	0	1	1	1	1	0	1	1	0	0	2	1	0	2	0	0	0	0	1	1	4
653	0	2	1	1	1	0	0	2	0	0	2	2	1	2	1	0	1	0	2	0	6
654	0	2	0	0	0	0	1	2	0	1	1	1	0	0	2	0	2	2	1	1	4
655	0	1	0	1	2	0	0	1	0	1	0	0	0	1	0	1	2	0	0	2	2
656	0	0	0	1	1	0	0	1	0	0	1	1	1	1	1	0	0	0	2	1	7
657	0	0	0	1	0	0	0	1	0	0	1	2	0	0	0	1	0	1	2	1	7
658	0	2	0	2	1	0	2	0	1	0	1	1	0	1	0	0	1	1	1	0	3
659	1	1	0	1	1	0	0	1	0	0	1	1	1	2	2	0	1	0	0	2	2
660	0	0	1	0	0	0	1	1	1	0	1	0	2	1	2	0	2	0	1	1	4
661	1	0	1	1	1	0	1	1	0	2	0	2	1	0	1	0	0	0	1	1	4
662	0	0	1	1	2	0	0	1	0	0	0	1	0	0	1	0	1	2	1	2	5
663	0	1	0	0	0	0	1	2	0	0	1	0	0	0	1	0	1	1	2	2	8
664	0	1	0	0	0	0	0	1	0	0	2	2	0	0	1	0	0	0	0	0	0
665	1	1	0	2	1	0	0	1	0	1	1	1	1	1	1	0	1	1	0	1	1
666	0	0	1	1	1	0	0	0	0	1	1	1	2	1	1	0	0	1	1	2	5
667	0	0	0	1	2	0	0	1	0	1	1	1	1	0	0	0	2	0	1	2	5
668	0	1	1	1	1	0	0	1	0	1	2	2	1	0	1	0	1	0	1	1	4
669	0	0	1	1	0	0	1	0	0	0	1	0	0	1	1	0	1	0	1	0	3
670	0	1	0	1	1	0	1	1	0	1	2	1	0	1	0	0	1	1	2	1	7
671	0	0	0	1	1	0	0	2	0	1	0	1	1	0	1	0	0	0	2	1	7
672	0	0	1	1	1	0	0	2	0	0	0	2	1	1	0	0	0	0	2	0	6
673	0	0	1	1	1	0	0	1	0	1	0	2	1	1	0	0	1	0	2	1	7
674	0	1	1	0	1	0	1	0	0	0	1	1	1	2	0	0	0	0	2	1	7
675	0	0	0	1	0	1	1	0	0	1	1	2	0	0	1	0	1	0	1	1	4
676	0	1	0	0	1	0	0	1	0	1	1	1	1	2	0	0	0	0	1	1	4
677	0	0	0	1	1	0	0	1	0	1	1	0	0	0	1	0	0	1	1	0	3
678	1	1	0	0	0	0	0	1	0	1	1	0	2	1	1	0	0	0	2	0	6
679	0	1	1	0	1	0	0	1	0	1	1	0	0	0	1	1	2	0	1	2	5
680	0	0	1	0	2	0	0	2	0	1	0	1	2	0	2	0	1	0	0	1	1
681	0	0	0	1	1	0	0	2	0	1	0	1	0	0	1	0	1	1	1	0	3
682	0	0	2	2	2	0	0	1	0	1	1	1	1	1	1	0	2	0	2	1	7
683	0	1	0	1	1	0	2	1	1	0	1	1	2	1	0	1	0	1	2	0	6
684	1	1	0	1	1	1	0	1	0	0	0	1	1	0	2	0	1	0	2	1	7
685	0	0	1	1	1	0	0	1	0	0	1	1	0	1	0	1	1	0	2	2	8
686	1	0	0	1	0	1	1	2	1	1	1	0	0	1	1	0	0	1	0	0	0
687	0	1	1	1	2	0	1	1	0	0	1	1	1	2	2	0	1	1	1	1	4
688	0	0	0	1	2	0	1	2	0	1	0	1	0	2	1	0	0	1	0	1	1
689	0	0	0	2	1	1	0	1	0	0	1	0	1	2	1	0	1	0	1	2	5
690	0	0	1	1	0	0	0	1	0	2	0	1	0	0	1	0	1	1	0	1	1
691	0	0	0	1	1	0	0	1	0	1	1	0	0	1	1	0	0	0	1	1	4
692	0	1	0	1	1	0	0	2	0	1	1	1	0	1	1	0	0	0	0	0	0
693	0	1	0	1	0	0	0	1	0	0	2	0	0	0	0	1	1	0	1	2	5
694	0	0	0	1	1	0	1	0	0	0	0	1	2	0	0	1	1	0	1	0	3
695	0	0	0	2	1	0	0	1	0	0	1	1	0	0	2	0	2	1	0	0	0
696	0	1	1	1	2	0	0	2	0	2	1	0	1	1	0	0	1	1	0	1	1
697	0	0	0	1	0	0	0	1	0	1	2	1	1	1	1	0	1	0	1	1	4
698	0	0	0	1	0	1	0	2	0	0	1	1	1	1	1	0	1	1	1	0	3
699	0	1	1	1	0	1	1	0	0	0	1	2	0	1	0	0	0	0	1	2	5
700	0	2	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	4
701	0	1	1	0	2	0	0	1	0	1	0	2	1	1	0	0	2	0	1	1	4
702	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	1	0	3
703	0	1	0	0	1	0	0	2	0	1	1	2	1	1	1	0	0	0	1	0	3
704	0	0	0	1	1	0	1	2	1	0	0	1	0	0	0	1	0	0	0	1	1
705	0	1	0	0	1	0	0	1	0	1	0	1	0	1	1	1	1	0	0	1	1
706	0	0	0	2	0	0	1	1	0	1	0	1	1	0	1	0	1	0	1	1	4
707	0	1	0	2	1	0	0	1	0	0	0	0	1	0	1	0	1	0	1	2	5
708	0	0	0	2	2	0	0	0	0	0	1	1	1	1	1	0	1	0	0	1	1
709	0	0	0	1	0	1	0	0	0	1	2	1	0	1	1	0	1	1	2	2	8
710	0	1	1	1	1	1	0	2	0	0	2	0	1	0	2	1	2	0	1	2	5
711	0	0	0	0	1	1	0	2	0	1	1	2	1	2	0	0	0	0	0	1	1
712	0	2	0	2	0	1	1	1	0	0	1	0	0	0	1	0	1	0	1	1	4
713	0	0	0	1	0	0	0	1	0	1	0	0	1	1	1	0	1	0	0	1	1
714	0	0	0	2	1	0	1	1	0	1	1	1	0	1	1	0	1	2	1	0	3
715	0	0	0	1	1	0	0	0	0	0	0	2	1	1	2	0	1	1	1	2	5
716	0	1	1	1	0	1	0	1	0	2	0	2	2	1	1	1	0	0	0	2	2
717	0	0	1	1	1	0	0	2	0	0	1	0	1	0	2	1	1	0	2	0	6
718	1	1	0	1	1	0	0	1	0	1	1	0	1	2	2	0	0	0	2	1	7
719	0	1	0	1	2	0	1	1	0	1	1	2	0	2	0	0	1	0	2	0	6
720	1	0	0	0	0	1	1	1	0	1	1	1	1	2	1	1	0	1	2	2	8
721	0	0	0	0	1	0	0	1	0	1	1	1	1	0	0	1	1	0	2	2	8
722	0	0	0	0	1	0	1	1	0	2	2	2	0	2	0	0	0	0	0	1	1
723	1	1	1	2	2	0	0	1	1	1	0	1	0	0	1	0	1	0	2	0	6
724	0	0	0	0	1	0	0	2	0	1	1	2	0	0	1	0	1	0	1	0	3
725	0	0	1	1	0	0	0	2	0	1	0	1	0	0	1	0	1	0	1	2	5
726	0	0	0	0	2	0	0	1	0	0	2	0	0	1	2	0	0	1	2	1	7
727	1	1	0	1	1	0	0	0	0	1	2	2	0	2	1	0	0	1	1	2	5
728	0	1	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	1	2	1	7
729	0	0	1	0	1	0	0	1	0	1	0	1	1	0	1	0	1	1	2	1	7
730	0	0	0	2	0	0	0	1	1	1	1	1	0	2	0	1	0	0	2	0	6
731	0	0	0	2	2	0	0	2	0	1	1	2	2	0	0	1	0	0	0	0	0
732	0	0	0	0	1	0	1	0	0	0	1	2	0	0	1	0	1	1	0	1	1
733	1	1	0	0	1	0	0	1	0	0	0	1	1	1	1	0	1	1	0	2	2
734	0	0	0	0	0	0	0	2	0	0	1	1	0	0	1	0	1	0	1	0	3
735	0	0	0	0	1	0	0	1	0	0	1	1	2	2	2	0	0	0	0	1	1
736	0	0	0	0	1	0	0	1	0	0	1	1	1	0	0	0	1	0	0	2	2
737	0	1	0	1	1	0	0	1	1	1	0	0	1	1	1	0	0	0	2	2	8
738	0	2	1	0	2	0	1	1	0	0	0	1	0	2	0	1	1	0	1	0	3
739	0	0	0	1	0	0	1	2	0	0	0	1	2	0	0	0	1	2	0	2	2
740	0	1	0	1	2	0	0	1	0	0	0	1	1	0	1	0	1	0	1	0	3
741	0	0	0	1	0	0	0	1	0	1	1	1	1	1	0	1	1	1	2	1	7
742	0	1	0	0	1	0	0	1	0	0	0	1	0	1	1	0	1	1	0	0	0
743	0	1	0	1	1	1	0	1	0	0	0	1	1	1	1	1	1	0	0	1	1
744	1	1	0	2	1	0	0	2	0	0	1	0	0	1	2	0	1	0	2	0	6
745	0	0	0	0	1	0	0	1	0	0	2	2	1	1	1	0	1	0	2	2	8
746	1	1	0	1	0	0	0	0	0	1	1	2	1	2	2	0	0	0	1	0	3
747	1	1	0	0	2	0	0	2	0	0	1	1	1	0	2	0	1	0	0	0	0
748	0	1	1	0	2	0	0	2	1	0	1	1	2	2	1	0	0	1	2	0	6
749	1	0	0	0	0	0	0	1	1	1	1	2	0	2	0	0	0	0	2	1	7
750	1	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	1	0	2	1	7
751	0	0	0	1	1	0	0	1	0	1	2	1	1	1	1	0	1	0	2	0	6
752	1	0	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	1
753	1	0	1	1	1	0	0	2	0	1	1	1	1	1	0	1	1	0	0	1	1
754	0	0	0	0	1	0	1	0	0	0	1	0	1	0	1	0	1	0	0	1	1
755	0	0	0	0	1	0	0	2	0	0	2	1	0	1	1	0	1	0	2	1	7
756	0	0	0	1	1	0	0	1	0	1	1	1	0	2	1	0	2	0	1	2	5
757	0	0	0	1	1	0	2	1	0	0	0	2	2	1	2	0	0	0	1	0	3
758	0	0	0	2	1	0	2	2	0	0	1	1	2	1	0	1	0	0	0	1	1
759	0	0	0	1	1	0	0	1	0	1	1	1	0	1	1	0	0	1	1	0	3
760	0	0	0	1	1	0	2	0	0	0	0	1	0	1	1	1	0	0	1	2	5
761	0	0	0	1	1	1	0	0	0	1	0	1	0	1	0	0	0	0	1	2	5
762	1	0	0	0	2	0	0	1	0	0	0	1	1	1	1	0	1	0	1	2	5
763	0	1	0	2	1	0	0	2	0	0	1	0	1	0	1	0	0	1	2	0	6
764	0	0	0	1	1	0	1	2	1	0	1	2	1	0	2	0	0	1	0	2	2
765	1	0	0	1	2	0	0	0	0	1	1	0	1	2	0	0	1	1	0	2	2
766	0	0	2	1	1	0	0	2	0	0	1	0	2	1	1	0	2	0	0	1	1
767	0	1	0	0	1	1	0	1	1	0	0	1	1	1	2	0	1	0	0	0	0
768	0	1	1	0	0	0	1	0	0	0	1	2	0	0	1	0	0	1	1	0	3
769	0	0	0	1	0	0	1	2	0	1	0	1	0	1	1	0	2	1	2	1	7
770	0	0	0	1	0	0	0	0	0	1	2	0	2	1	0	0	1	1	2	0	6
771	0	0	0	2	0	0	1	0	0	1	0	1	1	1	2	0	1	1	1	0	3
772	1	0	0	1	1	0	1	1	0	0	2	2	1	1	0	0	1	1	1	0	3
773	1	0	0	2	2	0	0	1	0	0	0	1	0	2	0	0	1	0	0	0	0
774	0	0	0	1	2	0	0	1	0	0	1	1	2	0	1	1	2	0	0	0	0
775	0	0	0	1	1	0	0	0	0	2	0	0	1	1	0	0	1	0	1	2	5
776	0	0	0	2	0	0	1	1	0	1	0	1	0	0	1	0	2	0	2	0	6
777	1	1	0	0	1	0	1	2	0	0	0	1	1	0	0	1	1	0	2	2	8
778	0	1	0	1	1	0	0	1	0	0	0	2	0	1	0	0	2	1	0	0	0
779	0	1	1	2	1	0	1	2	0	1	0	0	0	1	1	0	1	0	2	1	7
780	1	1	0	0	2	0	0	2	0	0	1	2	1	1	1	0	0	0	2	1	7
781	0	0	0	2	1	0	0	1	0	0	0	1	2	2	2	0	2	0	1	0	3
782	1	0	1	1	1	0	0	1	1	1	0	0	1	1	0	0	2	0	0	1	1
783	1	0	0	1	2	1	0	0	0	0	1	2	1	2	1	0	2	0	1	2	5
784	0	0	0	0	2	0	0	1	0	1	1	0	2	2	0	0	1	0	2	2	8
785	2	0	1	1	0	0	0	1	0	0	1	1	2	2	0	1	0	2	0	1	1
786	0	0	0	0	2	0	0	1	0	1	1	1	2	1	2	1	1	0	1	0	3
787	0	0	0	1	0	0	1	2	0	1	1	1	2	1	1	0	1	0	1	2	5
788	0	0	0	1	1	0	0	2	0	0	0	0	1	2	0	0	2	0	2	1	7
789	0	0	0	0	1	0	0	2	0	1	0	1	0	1	1	0	0	1	2	0	6
790	1	0	1	0	2	0	0	0	0	1	0	0	1	0	1	1	0	1	2	2	8
791	1	0	2	1	1	0	1	0	0	0	1	1	1	1	0	0	1	0	1	0	3
792	0	0	0	1	2	1	0	0	0	0	1	2	2	1	1	0	0	0	1	0	3
793	0	0	0	0	1	0	0	0	0	1	1	0	1	1	1	0	0	1	0	2	2
794	0	0	0	1	1	1	0	2	0	1	1	1	1	2	0	1	1	0	2	2	8
795	0	0	1	2	1	0	0	1	0	0	0	1	2	0	0	0	0	1	0	1	1
796	1	1	0	2	2	1	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0
797	0	0	0	2	0	0	0	1	0	1	1	0	2	0	2	0	2	1	1	0	3
798	0	0	0	0	2	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	3
799	1	1	0	2	2	0	1	1	0	0	1	0	0	0	1	0	0	0	0	1	1
800	0	1	1	2	0	0	0	1	0	1	1	1	1	2	0	0	0	0	0	1	1
801	0	0	0	0	0	0	1	1	0	1	0	1	0	0	2	1	0	0	1	2	5
802	0	0	0	2	1	0	1	0	0	1	0	1	2	1	1	0	1	1	0	0	0
803	0	1	0	0	2	0	0	1	0	1	0	0	1	1	2	0	0	1	1	2	5
804	0	0	0	2	1	1	2	0	0	0	2	1	1	1	0	0	0	0	2	1	7
805	0	0	2	2	1	0	0	0	0	0	1	0	0	1	0	0	1	0	1	2	5
806	0	0	0	1	1	0	0	1	0	1	1	1	1	2	0	0	1	1	2	0	6
807	0	0	1	1	2	1	1	2	0	0	1	1	0	0	1	1	1	0	1	0	3
808	0	1	0	2	1	0	0	1	0	1	2	0	1	0	1	0	0	0	2	1	7
809	0	1	1	1	1	0	0	2	0	0	2	1	0	1	0	0	0	1	2	1	7
810	0	0	0	0	1	0	1	1	0	1	1	0	0	1	1	0	0	1	2	1	7
811	0	0	0	1	1	0	0	1	0	1	1	0	0	2	0	0	0	0	1	2	5
812	0	0	0	1	2	0	0	1	0	0	0	1	0	1	0	0	0	1	2	1	7
813	1	1	0	2	0	0	1	1	1	0	1	2	1	1	1	0	1	0	1	2	5
814	0	0	0	2	1	0	0	1	0	0	1	0	2	1	0	0	1	0	1	2	5
815	0	0	0	0	1	0	0	1	0	0	1	1	0	2	1	0	2	0	2	1	7
816	0	1	0	1	0	0	0	2	0	1	2	0	1	2	1	0	0	0	2	1	7
817	1	1	0	1	0	0	1	2	0	0	1	1	0	2	2	0	1	0	1	0	3
818	0	0	0	0	2	0	0	0	0	0	2	2	0	0	1	0	0	0	1	0	3
819	0	0	0	1	2	0	1	2	1	0	0	0	2	1	1	1	1	0	0	1	1
820	0	0	0	2	2	0	0	1	0	0	1	1	0	1	2	0	2	1	1	0	3
821	0	1	0	1	2	0	0	0	0	0	1	1	2	0	2	0	0	0	0	0	0
822	0	0	0	0	2	0	1	2	0	0	1	1	0	2	1	0	1	1	0	0	0
823	0	1	0	1	0	1	0	1	0	1	0	1	0	0	0	0	0	0	2	0	6
824	0	0	0	0	1	0	1	1	0	1	0	1	0	0	1	0	0	0	0	0	0
825	0	1	0	1	2	0	1	1	0	1	1	1	2	1	1	0	1	0	1	0	3
826	1	0	0	0	1	0	0	1	0	0	0	1	1	1	2	2	0	0	1	0	3
827	0	0	0	1	1	0	0	1	1	1	1	1	0	2	0	0	0	0	1	2	5
828	0	2	1	0	1	1	1	1	0	1	1	2	1	1	0	1	1	0	1	0	3
829	0	0	0	1	0	0	1	1	1	0	0	2	0	1	0	0	0	0	1	0	3
830	0	1	0	1	0	0	0	2	0	0	1	1	0	1	2	0	0	0	0	1	1
831	0	0	0	1	0	0	0	0	0	0	0	0	2	1	2	0	0	1	2	0	6
832	0	0	0	1	0	1	1	2	0	2	1	1	1	1	1	0	1	1	2	1	7
833	0	1	0	1	2	0	1	1	0	1	2	0	0	0	0	0	2	0	2	0	6
834	0	1	0	1	2	0	0	0	0	0	0	2	1	1	0	0	0	0	1	2	5
835	0	1	0	1	1	0	0	0	0	1	0	1	1	0	1	1	1	1	1	0	3
836	0	0	0	2	0	0	1	0	0	0	0	1	1	0	0	1	0	1	1	0	3
837	0	0	0	1	0	0	1	1	0	0	0	1	1	2	0	0	0	0	1	0	3
838	0	1	1	1	0	0	0	1	0	1	1	1	1	2	1	0	2	0	1	0	3
839	0	2	0	2	0	0	0	0	1	1	1	1	1	1	2	0	0	0	2	1	7
840	0	0	1	1	1	0	0	2	0	1	1	2	0	1	1	0	2	1	1	0	3
841	0	2	1	1	0	0	0	1	0	1	1	2	2	1	1	0	1	1	1	2	5
842	1	0	0	2	2	0	0	2	1	1	0	1	1	1	0	1	0	0	0	0	0
843	0	0	0	1	0	0	1	1	1	0	1	1	0	1	0	0	0	1	0	1	1
844	2	1	1	2	0	2	0	0	0	1	1	2	2	1	1	0	0	0	1	2	5
845	0	0	0	0	1	0	0	1	0	0	0	1	1	1	1	1	1	0	2	1	7
846	0	0	0	1	1	0	0	1	0	1	0	1	2	1	1	1	1	0	1	2	5
847	0	1	0	0	0	0	1	1	0	0	1	1	2	1	1	0	0	0	1	2	5
848	0	1	0	0	1	0	0	2	0	1	1	2	0	0	0	2	1	0	1	2	5
849	0	1	0	0	2	0	1	1	0	0	0	2	2	1	1	0	0	1	0	2	2
850	0	1	0	0	0	0	0	2	0	1	1	2	1	1	0	1	0	0	1	2	5
851	0	1	0	1	0	1	0	2	0	1	1	0	0	0	0	1	1	1	1	2	5
852	1	0	1	0	0	1	0	1	1	0	0	1	1	0	0	0	0	0	0	1	1
853	0	0	0	0	1	0	1	2	1	2	0	1	0	1	1	0	0	0	0	1	1
854	0	1	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	1	0	3
855	0	1	0	1	1	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	1
856	1	0	0	1	1	0	0	0	0	0	2	1	2	1	0	1	0	1	1	2	5
857	0	1	0	0	0	1	1	1	0	1	1	1	0	0	0	1	1	0	0	2	2
858	0	0	0	1	1	1	0	0	0	0	2	1	0	1	1	1	0	2	0	2	2
859	0	1	0	2	2	0	1	1	0	0	0	1	1	1	2	0	0	0	1	0	3
860	0	0	1	1	0	0	2	2	0	1	1	1	1	2	0	0	2	1	0	0	0
861	0	0	0	0	1	0	0	2	0	1	0	2	1	1	0	0	0	1	2	1	7
862	0	0	0	1	2	0	1	1	0	1	1	1	1	1	2	0	0	0	1	0	3
863	0	0	0	1	0	0	1	1	0	0	1	2	0	0	1	0	2	0	0	1	1
864	0	0	0	0	2	0	1	2	0	1	1	1	0	1	1	0	0	0	0	1	1
865	2	0	0	0	2	0	1	1	0	0	1	1	1	1	0	0	0	0	0	1	1
866	0	0	1	1	0	1	0	2	0	2	0	0	0	1	0	0	0	0	2	2	8
867	0	1	0	0	1	0	0	1	1	1	0	2	1	2	1	0	1	1	1	0	3
868	0	1	0	1	1	0	0	1	0	2	1	0	0	2	0	2	0	1	2	1	7
869	0	1	0	1	2	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	1
870	0	1	0	2	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	1	1
871	0	0	0	1	2	0	0	1	0	0	0	1	1	1	0	1	0	0	0	1	1
872	0	0	0	1	0	0	0	2	0	0	0	2	1	2	1	0	1	0	0	1	1
873	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	2	2
874	1	0	0	1	1	0	0	2	0	2	1	2	2	0	0	0	0	1	0	1	1
875	0	0	0	2	1	0	1	2	0	1	2	0	1	0	1	0	1	1	1	0	3
876	0	1	0	1	1	0	1	0	0	1	1	2	0	0	1	0	1	0	1	2	5
877	1	1	1	2	2	1	1	2	0	1	1	1	1	0	0	0	1	0	2	1	7
878	0	0	1	0	1	0	0	1	0	1	0	0	1	1	0	0	1	0	1	2	5
879	0	1	0	1	1	0	0	1	1	1	1	2	1	1	0	0	1	0	0	1	1
880	0	0	0	0	1	0	1	0	0	1	1	1	0	0	2	0	0	0	2	0	6
881	0	1	0	2	1	0	0	1	0	1	1	1	1	2	1	0	0	0	0	1	1
882	0	0	0	1	1	0	0	2	0	0	1	0	1	0	1	0	0	0	0	1	1
883	0	0	0	0	0	1	1	2	0	0	0	1	0	1	1	0	2	0	1	0	3
884	1	1	0	1	1	0	0	1	0	0	0	1	2	0	0	0	0	1	2	1	7
885	0	0	0	2	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	2	2
886	0	2	0	1	0	0	0	1	1	1	2	1	0	2	0	1	1	0	2	2	8
887	0	1	0	0	1	1	0	0	0	0	1	1	1	2	1	0	0	0	0	2	2
888	0	0	1	1	0	0	0	0	0	1	0	2	1	1	0	0	0	1	2	1	7
889	0	0	0	0	0	0	0	1	0	0	1	1	0	2	1	0	2	1	1	0	3
890	0	0	1	0	1	0	1	0	0	2	0	0	0	0	2	0	0	1	2	1	7
891	0	1	0	2	0	0	1	1	0	0	1	1	0	0	0	1	2	0	0	1	1
892	1	0	0	2	0	0	0	0	0	1	1	0	2	1	0	0	0	1	2	1	7
893	0	0	1	1	0	0	0	1	0	0	0	2	0	0	1	0	0	1	2	0	6
894	0	1	0	1	2	0	0	1	0	0	0	2	1	0	0	0	1	1	1	0	3
895	0	0	1	1	0	0	1	2	0	1	0	2	1	2	0	0	1	1	2	0	6
896	0	2	1	0	0	0	0	2	0	1	1	1	1	0	0	0	1	2	0	2	2
897	0	1	1	0	1	0	0	1	0	0	0	1	0	1	1	0	1	1	0	1	1
898	0	1	1	0	1	0	0	1	0	0	0	1	1	1	0	0	0	1	0	1	1
899	0	0	0	2	1	0	0	2	0	1	1	1	1	1	1	1	0	0	1	2	5
900	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	2	0	1	0	3
901	0	0	0	1	0	0	0	1	0	2	0	1	0	1	1	1	0	0	2	2	8
902	0	1	0	0	1	0	0	2	0	2	0	0	0	0	1	0	0	1	2	2	8
903	0	0	1	2	1	0	0	2	0	0	0	1	0	1	1	0	1	0	1	2	5
904	0	1	0	2	1	0	0	1	0	0	1	0	0	1	2	1	0	0	0	0	0
905	0	0	1	1	1	0	0	2	0	1	0	1	1	0	1	1	1	0	1	0	3
906	0	0	0	1	1	0	0	1	0	1	1	0	1	1	0	0	0	0	1	2	5
907	0	0	0	2	0	1	0	1	0	0	1	0	1	1	2	0	0	0	2	1	7
908	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	1	0	1	1
909	0	2	0	1	1	0	0	1	1	0	0	0	0	0	2	2	0	1	0	1	1
910	0	0	0	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0
911	0	1	0	0	1	0	0	1	0	2	1	1	1	2	0	0	1	1	1	2	5
912	0	1	1	1	0	0	1	1	0	2	0	1	0	0	1	0	1	0	0	0	0
913	0	1	0	1	1	0	0	0	0	1	2	2	0	0	0	1	0	0	0	2	2
914	0	0	1	2	1	0	0	2	0	0	1	1	1	2	2	0	0	0	0	2	2
915	0	1	0	1	1	0	1	1	1	1	1	2	1	0	0	0	1	0	0	1	1
916	1	1	1	2	0	0	0	1	0	0	2	1	2	0	1	0	1	0	1	0	3
917	0	0	0	0	1	0	1	2	0	0	1	1	1	1	0	0	0	0	1	2	5
918	0	0	0	2	0	0	0	2	0	2	1	1	2	1	1	1	0	0	2	2	8
919	0	1	0	0	2	0	0	1	0	0	1	0	1	0	0	0	1	0	0	2	2
920	0	0	1	1	0	0	0	1	0	0	1	2	1	2	2	0	1	0	1	0	3
921	0	2	0	2	1	0	0	1	0	0	1	0	1	0	2	0	1	0	0	1	1
922	0	0	0	0	1	0	0	0	0	1	0	1	1	0	1	0	1	0	2	1	7
923	1	0	1	1	1	0	1	2	0	0	1	1	0	0	2	0	1	1	0	0	0
924	0	0	0	2	1	2	1	0	0	0	0	0	0	1	0	1	1	1	1	0	3
925	0	0	0	1	1	0	1	1	0	1	2	2	0	0	0	1	0	0	0	2	2
926	1	0	0	1	1	0	0	1	0	1	1	1	1	2	0	1	1	1	1	0	3
927	0	0	0	2	1	0	0	1	0	1	2	0	0	2	1	0	0	0	1	2	5
928	0	0	0	1	1	0	0	1	0	0	0	1	2	1	1	0	0	0	2	1	7
929	1	0	1	2	2	0	0	0	0	0	0	0	2	1	2	0	0	2	2	1	7
930	0	0	0	1	0	1	1	2	0	0	1	2	0	1	0	2	1	0	1	2	5
931	0	0	0	1	0	0	2	0	0	1	0	1	2	1	0	0	1	0	2	1	7
932	0	0	0	2	1	0	0	0	0	0	0	2	1	2	1	0	0	0	1	0	3
933	0	0	0	1	0	0	1	0	0	0	0	1	1	2	0	0	1	0	0	2	2
934	0	0	0	0	1	0	1	1	0	0	0	1	2	1	1	0	2	0	2	2	8
935	0	0	0	0	2	1	1	2	0	0	0	1	1	0	0	0	2	1	2	2	8
936	1	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	3
937	0	0	1	1	2	0	1	1	0	1	1	1	0	0	1	0	1	0	2	2	8
938	0	1	0	1	0	1	0	0	0	0	1	0	1	1	0	1	1	0	2	2	8
939	1	1	0	1	0	0	1	0	0	1	1	0	1	1	1	0	2	0	2	0	6
940	0	0	0	2	1	0	0	1	0	1	1	1	1	0	0	0	1	1	2	0	6
941	2	1	1	2	0	0	0	0	0	1	1	1	1	2	1	0	1	2	0	1	1
942	0	0	0	1	0	0	1	1	0	1	1	1	2	0	0	1	1	0	2	0	6
943	0	0	0	1	0	0	0	0	0	2	0	1	2	1	1	1	0	1	2	0	6
944	0	0	0	1	0	0	1	2	0	0	0	1	0	1	1	0	0	0	1	0	3
945	0	0	1	1	1	0	0	1	0	2	1	1	1	1	1	0	0	0	1	0	3
